2.061,0,0.5527,3.8507,0.60766,1.7983
2.1928,0.085222,0.44911,3.9271,0.59047,1.8905
2.3859,0.10316,0.73342,3.9759,1.413,1.9854
2.4684,0.098216,0.79055,3.9782,1.8829,2.1307
2.4429,0.078853,0.72454,3.9213,1.8345,2.1305
2.4413,0.042334,0.81733,3.8451,1.6852,1.9524
2.6812,0.00016204,0.97294,3.892,1.9902,2.1535
2.7052,0,1.1103,3.9177,1.938,1.8912
2.7348,0,1.1188,3.885,1.7789,1.9593
2.8477,0.0070218,1.0944,3.8116,1.7723,2.0736
2.9245,0.037668,1.0752,3.7615,1.8366,2.1678
2.8696,0.071994,1.055,3.7629,1.8221,2.2599
2.8564,0.00054905,0.9978,3.7168,1.81,2.3018
2.9266,0.020705,1.0153,3.7408,1.8198,2.2446
3.0353,0.0085387,1.0288,3.8229,1.8769,2.1811
3.1058,0,1.1713,3.8479,1.9161,2.1363
3.1705,0.1356,1.3328,3.8371,1.9421,2.1328
3.2329,0.36876,1.357,3.8385,1.9426,2.1801
3.0998,0.11129,1.2691,3.7974,1.7824,2.2642
3.1453,0.019151,1.2772,3.7374,1.8067,2.2958
3.2045,0,1.2419,3.5477,1.8225,2.2917
3.2708,0.01466,1.2031,3.5064,1.8466,2.2858
3.3423,0.026555,1.2108,3.5725,1.8913,2.1981
3.3985,0.017587,1.2695,3.6157,1.9303,2.0129
3.3719,0.0083168,1.2697,3.7095,1.8556,2.008
3.4558,0.050217,1.3208,3.8021,1.867,2.1211
3.413,0.02064,1.3202,3.8986,1.8957,2.1351
3.41,0.097145,1.3081,3.986,1.8773,2.1398
3.4386,0.26308,1.2903,4.0202,1.8646,2.1512
3.4334,0.33784,1.2625,3.964,1.9087,2.1353
3.4353,0.0063682,1.2461,3.8347,1.8996,2.0413
3.469,0,1.2702,3.8134,1.787,2.0539
3.485,0.02355,1.2445,3.9737,1.7697,2.0631
3.4959,0.020448,1.21,4.0313,1.8081,1.9725
3.5089,0.0023896,1.1749,3.9987,1.8445,1.8847
3.5194,0.011951,1.1333,4.0128,1.8481,1.9532
3.503,0.079202,1.0941,4.0834,1.8713,2.1819
3.4836,0.045762,1.1116,4.0551,1.8562,2.1544
3.5182,0.050819,1.2699,3.9825,1.8418,2.0988
3.5881,0.086543,1.3663,3.9582,1.7876,2.0223
3.6508,0.080906,1.372,3.9831,1.7556,1.9649
3.6649,0.007728,1.3686,4.0116,1.8,1.9554
3.6193,0.052175,1.4458,4.0199,1.7962,1.939
3.6042,0.067283,1.4558,4.0329,1.7126,1.9167
3.6184,0.1243,1.4226,4.0426,1.6676,1.9197
3.5948,0.16518,1.4298,4.0316,1.6151,1.8144
3.5748,0.15849,1.4462,4.0221,1.5586,1.7071
3.6116,0.099802,1.4167,4.057,1.5302,1.7387
3.6086,0.0029764,1.413,4.1723,1.552,1.7454
3.6926,0.14242,1.452,4.1961,1.5141,1.6466
3.6767,0.11183,1.4638,4.1995,1.4809,1.6424
3.6943,0.091342,1.4434,4.1906,1.4976,1.7061
3.7153,0.090579,1.4203,4.1212,1.5218,1.7722
3.6654,0.04412,1.4561,3.9907,1.4916,1.7696
3.6568,0.016645,1.6543,4.0298,1.4374,1.6538
3.7021,0.024798,1.4932,4.0245,1.3885,1.5974
3.7631,0.10091,1.4464,4.0847,1.3736,1.3513
3.8167,0.1032,1.4385,4.1255,1.4024,1.2178
3.8545,0.049875,1.4177,4.1324,1.4626,1.1649
3.8718,0.026554,1.3834,4.1271,1.5356,1.0861
3.8462,0.00098257,1.3946,4.0881,1.622,1.3469
3.8593,0.07143,1.3953,4.091,1.6006,1.4137
3.8614,0.048975,1.3985,4.0991,1.5044,1.2907
3.8561,0.066814,1.4098,4.0601,1.4772,1.1547
3.818,0.087117,1.427,4.0463,1.5042,1.097
3.7328,0.042501,1.4362,4.1239,1.4838,1.0944
3.6825,0.15585,1.3999,4.0879,1.3748,0.96946
3.6343,0.048831,1.3911,4.0644,1.1984,1.3299
3.6243,0.11328,1.4243,4.0271,1.112,1.3744
3.6079,0.1092,1.4468,4.0359,1.076,1.3455
3.586,0.029145,1.4251,4.0694,1.0359,1.2494
3.5945,0.0063421,1.3721,4.0824,0.97185,1.0188
3.6743,0.047349,1.3983,4.1401,0.98043,0.9948
3.6702,0.081149,1.4141,4.1459,1.1798,1.0134
3.7067,0.14442,1.4039,4.1417,1.3144,1.029
3.6863,0.13789,1.383,4.1024,1.4085,1.1379
3.6662,0.13515,1.3767,4.0369,1.4705,1.2674
3.7436,0.21359,1.4033,3.9986,1.5007,1.2553
3.765,0.040015,1.4449,4.1104,1.5499,1.0326
3.7476,0.1004,1.4546,4.169,1.4889,0.86553
3.6799,0.17419,1.4578,4.2364,1.5338,0.90454
3.574,0.11779,1.4382,4.2243,1.5175,0.94477
3.5043,0.016989,1.3959,4.1615,1.4819,1.0739
3.5287,0.04972,1.352,4.1243,1.55,1.3983
3.5103,0.17074,1.3572,4.0419,1.5462,1.291
3.5241,0.12448,1.4169,4.0788,1.4954,1.1296
3.4895,0.082562,1.4454,4.0826,1.4741,1.2271
3.5132,0.035859,1.4558,4.0844,1.4393,1.2727
3.5477,0,1.4812,4.0277,1.3722,1.1901
3.5028,0,1.5378,3.8748,1.2877,1.1162
3.5798,0,1.5479,3.925,1.2342,1.2074
3.5668,0,1.5443,3.957,1.2342,1.5471
3.6328,0,1.5934,4.0031,1.2772,1.6211
3.679,0.0039605,1.6407,3.9784,1.3038,1.5166
3.6914,0.019134,1.6497,3.9459,1.3521,1.4599
3.7249,0.04005,1.6283,4.0159,1.4837,1.557
3.7924,0.0023196,1.6698,4.0382,1.5606,1.2099
3.805,0,1.6852,4.1027,1.6203,1.4026
3.8672,0.040097,1.6762,4.0705,1.6641,1.6493
3.8736,0.036077,1.6821,3.974,1.6841,1.7854
3.8214,0.0059572,1.7172,3.9118,1.6747,1.7936
